chr	start	end	score
chr4	147340125	147340352	555.436246541344
chr4	147666377	147666605	392.040896262002
chr4	147670356	147670788	545.432123459988
chr4	147675609	147675953	483.718731576433
chr4	147888884	147889110	401.655501009482
chr4	147906036	147906469	494.562956126582
chr4	148107134	148107431	349.152726411689
chr4	148116254	148116914	510.962084605172
chr4	148124891	148125186	485.538754703388
chr4	148301014	148301897	500.216752594216
chr4	148593004	148593717	763.530315749091
chr4	148685701	148686056	592.146069024598
chr4	148737164	148737485	696.23340470228
chr4	148757320	148757794	393.649766070387
chr4	148931129	148931349	480.351665086209
chr4	149898779	149899395	501.379457588013
chr4	153102490	153103101	413.655822741097
chr4	153103411	153104570	584.109309387341
chr4	153209201	153209681	617.642012120101
chr4	153464398	153464833	466.155745933977
chr12	7868867	7869078	592.564629719746
chr12	7907953	7908806	483.937716190446
chr12	7997344	7997638	472.662253368125
chr12	8318462	8318790	542.951551511087
chr12	8831067	8831531	585.147554070529
chr12	8867844	8868316	389.800860206472
chr12	12916097	12916563	671.549819358439
chr12	12937582	12938016	375.430466887239
chr12	13846297	13846582	559.593565632206
chr12	15776999	15777333	558.247887380371
chr12	16749961	16750180	469.578153838161
chr12	16761158	16762071	447.272354854904
chr12	16765154	16765458	410.722348519071
chr12	17635050	17635296	309.509573972499
chr12	20073569	20073899	415.936889277094
chr12	20125392	20125676	501.599173453767
chr12	21272421	21272776	617.239499251051
chr12	21317543	21317830	341.041561292186
chr12	23651410	23652215	348.596352044812
chr12	23674903	23675267	416.37852769462
chr12	23776500	23777119	489.007627063611
chr12	23874670	23875094	475.476758187576
chr12	25223499	25223792	360.730817115614
chr12	27697198	27697426	358.359651514406
chr12	27711140	27711958	591.183562243892
chr12	27785377	27785733	589.03559495818
chr12	27786542	27787045	589.9197983175
chr12	27787442	27787739	385.424957391714
chr12	28331191	28331407	647.307874893551
chr12	30313833	30314416	398.962843076039
chr12	30343451	30344208	501.566461961998
chr12	32263436	32263911	296.784999546434
chr12	35518495	35518828	306.686814310775
chr12	35519313	35519678	480.306013695602
chr12	46331248	46331765	442.422528941626
chr12	46721937	46722315	656.619360705203
chr12	47064075	47064356	482.135216090018
chr12	47064701	47065102	521.971520022676
chr12	47664476	47665200	534.415661782827
chr12	47666798	47667131	648.330264011798
chr12	47690251	47690650	458.7508926228
chr12	49414621	49415086	448.585531758054
chr12	49420515	49420958	442.876451906167
chr12	49662058	49662322	479.513031609297
chr12	49683690	49684199	577.918651541119
chr12	49791094	49791377	426.382600650768
chr12	52742998	52743466	605.70319946146
chr12	54307808	54308136	566.254063923359
chr12	65495616	65495840	382.364934628317
chr12	65497782	65498032	440.362249439359
chr12	66624014	66624527	396.197287037209
chr12	66715536	66715762	408.74362549708
chr12	67105188	67106197	633.857548500255
chr12	67205468	67205722	399.242277891304
chr12	67560430	67560656	430.71167994937
chr12	67765985	67766511	688.726356043966
chr12	67924878	67925091	579.545103780714
chr12	67940755	67941228	604.587489718095
chr12	68687068	68688088	263.230296167641
chr12	68760747	68760980	477.363463614972
chr12	69059165	69059955	508.694612269617
chr12	69147490	69147766	288.371900450604
chr12	69148403	69148719	376.66320671747
chr12	69163812	69164081	518.230768817264
chr12	69164189	69164401	306.687381454342
chr12	69164769	69165023	541.587483064789
chr12	69172855	69173211	489.8970051368
chr12	70956308	70956559	617.97906913103
chr12	71542194	71542741	537.308904399042
chr12	71543165	71543425	438.815760443415
chr12	71550636	71550859	584.010078006018
chr12	71551233	71551860	563.67641011879
chr12	71718814	71719309	587.530297029972
chr12	71821241	71821534	424.708732602271
chr12	71822696	71823164	417.096213474146
chr12	71823740	71823952	534.34258421746
chr12	72073908	72074158	388.709077622923
chr12	72362413	72362631	350.281485863424
chr12	72800850	72801297	468.169792146052
chr12	73283746	73284539	418.193517240798
chr12	74486171	74486422	495.91498017591
chr12	74652886	74653391	362.621337540607
chr12	74940321	74940584	460.080641788817
chr12	75401860	75402415	427.515836447783
chr12	75430698	75431063	516.735086036898
chr12	75516684	75517263	421.944579409913
chr12	76146103	76146990	525.288698567199
chr12	76156785	76157607	393.99599345551
chr12	76212194	76212523	487.41708611023
chr12	76213165	76213423	526.276413751714
chr12	76228632	76228856	377.882343926076
chr12	76232645	76233146	317.156598552463
chr12	76233762	76234248	537.13910905832
chr12	76268659	76268918	563.396512358471
chr12	76278623	76279052	587.309346290609
chr12	76330233	76330450	721.076635242509
chr12	76336503	76336877	483.209525348356
chr12	76490617	76491160	571.673917876724
chr12	76492074	76492569	414.884124175814
chr12	77245536	77245974	482.523872407801
chr12	77387959	77388325	444.650102008912
chr12	77635375	77635637	702.443710997498
chr12	77758023	77758272	483.351047562822
chr12	77777904	77778228	469.977631622989
chr12	78164753	78165002	500.201578523551
chr12	78736672	78736885	701.975361430982
chr12	78737097	78737486	649.210594038347
chr12	78894597	78894848	581.428963005643
chr12	79369578	79370021	499.438443421515
chr12	79491089	79491551	604.656429857665
chr12	79720046	79721083	418.541776490742
chr12	80268884	80269163	669.518089649186
chr12	80797441	80797690	487.549501094165
chr12	81090691	81091008	549.899202080875
chr12	81867013	81867272	583.472698489362
chr12	82126279	82126533	479.285753998386
chr12	82217007	82217290	433.945097135561
chr12	82217729	82218014	626.238718484672
chr12	82232861	82233546	409.285987088273
chr12	82732424	82732722	441.535426111499
chr12	93339839	93340262	536.585031586547
chr12	93712729	93713056	355.732226057062
chr12	94009488	94009956	480.529900651257
chr12	94041668	94042166	559.270517270646
chr12	95068767	95069116	368.427702106028
chr12	95166426	95166758	525.439062904637
chr12	95425223	95425729	328.432947124314
chr12	95441744	95442038	607.011127269125
chr12	96950488	96950775	621.265045086452
chr12	96984509	96984803	510.401679203207
chr12	97296931	97297154	323.569957055483
chr12	97302731	97303754	677.816489524186
chr12	97360560	97361081	505.143037210596
chr12	97361315	97361537	434.182580203212
chr12	97991907	97992471	620.253709677429
chr12	98007342	98008259	387.466633471914
chr12	98027358	98027618	369.314991932162
chr12	98027783	98028041	360.841718049305
chr12	98028111	98028836	539.629976135738
chr12	98411789	98412115	427.041455723209
chr12	98415591	98416132	335.736274058496
chr12	98447214	98447539	240.515422711955
chr12	98447772	98448146	482.272760113596
chr12	98451116	98451523	337.378083668155
chr12	98501552	98501795	525.182637017454
chr12	98502022	98502383	538.512895691933
chr12	98537228	98537551	521.740182070321
chr12	98537787	98538161	624.431818118989
chr12	98541259	98541473	286.390920618154
chr12	98609980	98610317	477.282985993937
chr12	98610550	98610923	496.698151676875
chr12	98613888	98614291	575.101543280432
chr12	98662013	98662300	791.817707061556
chr12	98675633	98675923	499.109925076698
chr12	98697977	98698703	667.75607280347
chr12	98698858	98699109	453.088308115031
chr12	98711922	98712169	532.209701320444
chr12	98815017	98815262	372.273609413655
chr12	98816388	98816719	484.365560441462
chr12	99049239	99049699	565.09335874833
chr12	99050723	99050985	453.635277848977
chr12	99098476	99098752	379.007618411178
chr12	99554045	99554374	443.299879444309
chr12	99564080	99564436	575.630536729081
chr12	103603521	103604110	461.67157864785
chr12	104770652	104771306	478.986541700013
chr12	104900909	104901334	450.386203983926
chr12	106185237	106185962	554.319519455742
chr12	106258670	106259212	352.588240340343
chr12	106880469	106880688	401.359485758213
chr12	107339106	107339371	365.306739395874
chr12	107894909	107895670	451.953682838012
chr12	113223845	113224183	574.461290574554
chr12	113224230	113224752	436.044583582186
chr12	113404801	113405476	456.200235143772
chr15	3054942	3055223	564.50125595635
chr15	3056534	3056852	555.753757089303
chr15	3073637	3073917	459.958914275437
chr15	3076890	3077388	679.84277796403
chr15	3095962	3096209	546.442789121467
chr15	3277006	3278090	590.427857795782
chr15	3292483	3293037	579.338676933482
chr15	3312343	3312571	382.95215298351
chr15	3315846	3316306	522.633874426246
chr15	6268793	6269430	595.957381579236
chr15	6957583	6957828	471.95616968281
chr15	6964350	6964676	540.230530679338
chr15	6964943	6966588	540.053287709904
chr15	6966667	6966917	692.064946949103
chr15	6970559	6970989	491.299137308742
chr15	6994423	6995710	508.5678795261
chr15	8953926	8954217	542.06730947837
chr15	8954846	8955755	460.892036730706
chr15	8999009	8999402	586.960164631658
chr15	10105929	10106587	NA
chr15	10114156	10115311	695.319861014896
chr15	10126753	10127079	451.539138534262
chr15	10127589	10127833	516.427550540575
chr15	10128886	10129397	517.854229993485
chr15	10283227	10283549	518.707081307971
chr15	10523788	10524360	561.301044830673
chr15	10594488	10594700	435.515687220259
chr15	10594773	10594986	543.273866114321
chr15	10863855	10864111	382.146161009985
chr15	10864172	10864502	502.452519344225
chr15	25675834	25676309	513.313872953635
chr15	25974466	25974949	508.336081275034
chr15	31284707	31285178	481.131912518495
chr15	31296902	31297153	484.50100533976
chr15	31303654	31303864	398.673408672419
chr15	31415764	31416433	450.282602276655
chr15	31619603	31620072	440.727358240988
chr15	31620349	31620638	586.407124603446
chr15	31620866	31621263	500.590203828862
chr15	31633596	31634419	546.42074674359
chr15	33016349	33016567	526.940086381651
chr15	35930966	35931818	302.305852420196
chr15	35939528	35939858	674.406944275376
chr15	35941603	35942197	562.270722364371
chr15	36450512	36451268	456.268832353791
chr15	36474562	36475214	412.147800648427
chr15	36546755	36547595	651.761616785177
chr15	37193614	37193862	543.056873347598
chr15	37511753	37512379	616.030789449012
chr15	37583386	37583637	458.301043183755
chr15	38645624	38646348	373.560317440083
chr15	38646620	38646956	510.138193681524
chr15	38647151	38647644	364.61054027301
chr15	39779567	39779866	499.715426980102
chr15	39782114	39782338	711.27076934116
chr15	39828163	39828605	444.814587705586
chr15	42698430	42698775	406.666141954633
chr15	43520418	43520654	235.611316077282
chr15	43669413	43669624	657.304579925977
chr15	44642473	44642729	603.790743076913
chr15	44712587	44712813	406.045301181363
chr15	44770207	44770607	367.669735493088
chr15	53720594	53721029	495.534139555379
chr15	54614096	54614962	544.798744130725
chr15	55045760	55046383	538.247991440983
chr15	55132837	55133334	238.724558667760
chr15	55317675	55317975	576.808457901015
chr15	55443046	55443715	517.742829610974
chr15	55443822	55444073	580.391232085444
chr15	55459750	55460068	412.945300745853
chr15	56088573	56088796	454.55084138822
chr15	58081404	58081842	372.081935803964
chr15	58085333	58085842	683.170791260899
chr15	58175119	58175496	550.666938559876
chr15	59187503	59187995	357.866047511456
chr15	59200030	59200639	682.08033743283
chr15	59248736	59249004	501.927726154872
chr15	59249306	59249999	431.545670567789
chr15	59449975	59450226	566.313992103334
chr15	59752864	59753391	552.887039317332
chr15	59855692	59856090	580.114237047259
chr15	59992685	59992982	633.860874668492
chr15	59993323	59993547	547.201351043737
chr15	61196418	61197030	360.014023770992
chr15	62202338	62202596	547.682892527534
chr15	62431246	62431569	384.298703209821
chr15	62470409	62470740	569.618827147016
chr15	62509628	62510074	423.850959337665
chr15	62542935	62543411	375.634488997670
chr15	62551269	62551726	632.073574965257
chr15	62560348	62561173	338.800419962074
chr15	62564729	62565020	470.657999170181
chr15	62747992	62748317	386.233232038985
chr15	62959972	62960330	553.085639493595
chr15	64423863	64424217	354.161152079922
chr15	67415305	67416585	398.283865103908
chr15	67691129	67691415	217.143594209187
chr15	69312290	69312504	415.51354394255
chr15	69330907	69331644	289.146586960791
chr15	75076699	75076954	476.301808627945
chr15	75519649	75520727	389.391919353846
chr15	76290259	76290691	511.532062703041
chr15	76439169	76439427	754.251969899547
chr15	76630576	76630868	440.238226123535
chr15	77022214	77022875	527.50205380228
chr15	77531267	77531508	664.145714903852
chr15	78073414	78073636	438.671817978514
chr15	78148574	78148795	526.53046451137
chr15	78261543	78261791	589.17266381495
chr15	78298178	78298710	595.238926540045
chr15	78298850	78299452	555.571834026012
chr15	78685329	78685542	522.178077347041
chr15	78710653	78711319	647.790916922077
chr15	78736049	78736443	534.444300955668
chr15	78858542	78858975	318.160778185029
chr15	78859159	78859556	306.283273819611
chr15	79353060	79353511	518.43820278872
chr15	79653899	79654588	667.259467042497
chr15	80411179	80411757	511.436718197684
chr15	81013094	81013359	481.89010984687
chr15	81581584	81581844	431.563144028449
chr15	82148261	82148629	455.449506142648
chr15	82210715	82210997	511.543780818247
chr15	82525280	82526411	544.904205515368
chr15	82737106	82737734	562.863853934964
chr15	82737963	82738401	722.378028654577
chr15	82748441	82748659	516.501094089906
chr15	82764378	82764882	362.188073632059
chr15	82791141	82791401	528.978401431928
chr15	82791786	82792262	460.993606485405
chr15	82999565	83000847	332.940162240725
chr15	83000910	83001335	628.547714937335
chr15	83065312	83066220	618.911990389296
chr15	83106041	83106485	590.40982257639
chr15	83122041	83122477	442.176359557517
chr15	83122984	83123205	434.215041115977
chr15	83123747	83124001	460.519936517289
chr15	83787995	83788578	491.513116434525
chr15	83807614	83808383	521.7812320768
chr15	83879430	83879857	487.809835401477
chr15	83886277	83886817	708.550146997548
chr15	84470684	84471243	544.328622020987
chr15	84511537	84512176	547.404120996667
chr15	84552478	84552834	472.151935335212
chr15	85587344	85587911	442.817684820169
chr15	85587962	85588324	473.749283124066
chr15	86030948	86031572	609.546454930983
chr15	86074958	86075662	445.212709344375
chr15	86075772	86076165	474.113957394851
chr15	86076473	86076963	554.006070597932
chr15	86087760	86088434	356.931712023602
chr15	86088519	86089091	593.455479144248
chr15	86089235	86089745	443.57316666698
chr15	86090222	86090432	577.985685330292
chr15	86092678	86093074	318.357873134321
chr15	86098330	86098960	556.936238458302
chr15	86127032	86127618	640.503980416147
chr15	86144768	86145307	516.684325510474
chr15	86320947	86321492	427.567870405116
chr15	86536778	86537020	583.49227267632
chr15	86548567	86549103	412.326522917883
chr15	87712753	87713069	390.591359173509
chr15	89221097	89221346	392.754719565771
chr15	89248340	89248567	273.184108158258
chr15	89248660	89249159	491.93020926871
chr15	89258158	89258417	606.234282889089
chr15	89261474	89261831	481.179345371969
chr15	89266198	89266608	424.71020817751
chr15	89282449	89282737	646.925816250711
chr15	89310086	89310304	630.291555168303
chr15	89312245	89312801	471.691685067554
chr15	89602778	89603026	536.962767210662
chr15	89767680	89768325	481.436114053618
chr15	89769125	89770045	516.238765610327
chr15	89823556	89823792	361.703258289257
chr15	89873478	89873864	416.945237431551
chr15	91585633	91585956	391.148230172664
chr15	91597411	91597791	453.471079092897
chr15	96800365	96800724	485.116427831167
chr15	97171778	97172578	439.303125141343
chr15	97460061	97460458	535.234501564552
chr15	97462996	97463319	491.895614505614
chr15	97472703	97472990	528.562029519983
chr15	97720804	97721199	510.731384388031
chr15	97724399	97724905	432.593987729624
chr15	97724973	97725268	308.263438844397
chr15	97734933	97735465	548.229748549398
chr15	99157048	99157335	496.606188651006
chr15	99497843	99498385	473.621522231439
chr15	99502997	99503255	548.785648746505
chr15	99560978	99561417	439.630019312867
chr15	100171559	100171896	583.35920607529
chr15	100171966	100172400	267.371080159392
chr15	100172451	100172779	679.036426796942
chr15	100326916	100327206	540.199679191591
chr15	100352174	100352607	525.307929479765
chr15	100779613	100780161	566.16365410886
chr15	100780654	100780944	487.81044770801
chr15	100781650	100782156	622.349085725269
chr15	100782330	100782587	561.884147001138
chr15	100864230	100865045	644.159003465086
chr15	100872303	100872515	418.661432968065
chr15	101116017	101116311	488.475520434805
chr15	101139596	101140000	494.683906201414
chr15	102407204	102407853	691.118967777824
chr15	102628379	102628635	384.651940192469
chr15	102663880	102664101	579.366780097027
chr15	102676418	102676903	491.635965238753
chr15	103571860	103572439	510.719175201751
chr15	103572576	103572788	553.451068828303
chr15	103790186	103790415	349.489625700753
chr5	3497092	3497486	413.817548585424
chr5	8874650	8875163	397.625399136585
chr5	9033462	9033797	544.084836868221
chr5	16240037	16240331	398.168784165601
chr5	21802123	21802535	486.84822955699
chr5	23226776	23227102	542.630985725765
chr5	23227219	23228004	696.991021454243
chr5	23337849	23338062	457.751688513982
chr5	23371393	23371645	558.484767884347
chr5	26037742	26039276	511.419394248728
chr5	26046081	26046535	469.744353653656
chr5	26403854	26404073	653.381214315294
chr5	26437259	26437676	398.093357343890
chr5	28819722	28819979	703.653932889702
chr5	28893046	28893731	464.571845748654
chr5	29317234	29317602	520.933818772519
chr5	29317669	29317923	397.007902286875
chr5	29328437	29328826	415.982700105445
chr5	29328923	29329144	449.789105522583
chr5	29609771	29610130	522.744072138098
chr5	29705560	29706290	621.055791035596
chr5	30442918	30443357	550.534321597117
chr5	31490010	31490333	341.275101059731
chr5	32134278	32134679	636.24560331927
chr5	33873186	33874119	386.60582194115
chr5	34118925	34119396	285.598859166054
chr5	35161978	35162208	475.837678342974
chr5	35191221	35191450	492.822542313262
chr5	36344255	36344513	358.669099968287
chr5	37051330	37051640	347.817425083237
chr5	41640421	41640707	558.458853818818
chr5	41961829	41962399	556.309750533895
chr5	41990689	41990993	537.509772429518
chr5	42610563	42611336	580.042694344675
chr5	42851368	42851758	553.471627079812
chr5	42854517	42854908	387.417107348686
chr5	42856560	42856809	346.481982256254
chr5	44058762	44059010	496.843949114066
chr5	44066774	44067065	371.547323171638
chr5	44091561	44091786	460.787789294275
chr5	48644106	48644470	576.816354247466
chr5	50174350	50174861	335.947283481807
chr5	51241900	51242364	657.964404335468
chr5	51619717	51620013	427.574552992224
chr5	51622632	51622889	467.864303674041
chr5	51627018	51627548	399.354323662065
chr5	52611317	52611570	415.548187398507
chr5	62424791	62425085	543.626804578462
chr5	62481792	62482372	647.013427469666
chr5	63383428	63383792	341.300453714047
chr5	63512465	63512763	578.556516594596
chr5	63984161	63984525	467.873137228161
chr5	63985314	63986035	403.702156650704
chr5	64003435	64004091	589.114446924198
chr5	64060284	64060503	532.639903293952
chr5	64673811	64674102	389.305441659046
chr5	64679007	64679416	504.520733747261
chr5	64679593	64679849	486.822610564731
chr5	64680411	64681094	534.013906945993
chr5	64681146	64681712	309.152773705002
chr5	64705735	64705997	598.85679165078
chr5	64714223	64714628	659.242903788675
chr5	71036147	71036474	482.914703848463
chr5	71045859	71046187	370.051056668862
chr5	71046642	71047102	430.62714693082
chr5	71132910	71133574	603.247393714396
chr5	71285829	71286121	438.430971973565
chr5	71506511	71506992	549.372947813085
chr5	72121233	72121449	632.764570135519
chr5	72941255	72941512	275.635806799081
chr5	72941871	72942700	473.269273802374
chr5	73013709	73014173	486.02677551094
chr5	73345296	73345584	469.224527208632
chr5	73740845	73741355	521.710582527036
chr5	74440411	74440629	443.716772774129
chr5	74440969	74441504	478.34249939338
chr5	74442014	74442725	538.662997136483
chr5	75832190	75832873	474.579056422803
chr5	75864188	75864439	569.084135045441
chr5	86168050	86168303	415.765259978975
chr5	87371950	87372438	429.048602575462
chr5	87575983	87576561	629.197225554052
chr5	87842611	87843013	539.343642868586
chr5	89225242	89225587	377.835068774257
chr5	89287727	89288093	447.436901479916
chr5	89296058	89296408	596.728555826384
chr5	89371465	89372122	673.763033400837
chr5	89373030	89373254	442.63603540334
chr5	89378188	89378717	417.7743986812
chr5	90374431	90374932	534.861949020825
chr5	90936671	90937214	445.753176898191
chr5	91030197	91030636	446.426328962426
chr5	91153390	91153618	536.699657663940
chr5	91314811	91315216	533.99289465928
chr5	91329986	91330246	598.703534584639
chr5	91350608	91351289	546.948966449974
chr5	91850912	91851437	749.060056306265
chr5	93843787	93844156	440.573286513434
chr5	94286439	94286797	516.583221872027
chr5	96557795	96558736	498.810382383053
chr5	96601786	96602451	507.13222511423
chr5	96661479	96662022	548.036869392367
chr5	96669888	96670145	460.848945854316
chr5	96710176	96710466	446.20905333238
chr5	97317605	97318062	428.414842154161
chr5	97694760	97695053	345.399812393306
chr5	98232199	98232590	421.350423501484
chr5	101383592	101383964	533.883454591071
chr5	101384011	101384336	518.52929286575
chr5	101384395	101384762	388.714668585152
chr5	101398550	101398847	570.482104727859
chr5	102685414	102686026	603.670034781657
chr5	103098048	103098366	313.149404242492
chr5	103722747	103722969	584.299557595681
chr5	105276164	105276459	435.058403355729
chr5	105322368	105322580	606.145251140084
chr5	105901621	105901968	489.96735102126
chr5	108119686	108120045	423.023740368673
chr5	108120127	108120784	434.927769566249
chr5	108120934	108121446	451.29472263041
chr5	108127173	108127531	554.196009442538
chr5	108129362	108129758	567.657487676712
chr5	108129823	108130326	415.075223232206
chr5	108130384	108130847	561.138540992963
chr5	108616868	108617526	369.740188408024
chr5	108772526	108773035	662.268808873153
chr5	108773090	108773527	395.997844131336
chr5	108835040	108835332	474.554115647649
chr5	109639461	109640041	451.457722999011
chr5	109651929	109652250	320.676683266079
chr5	110242477	110242762	423.924951584111
chr5	110307559	110308150	561.338000070477
chr5	110308688	110308903	515.61054120014
chr5	110308984	110309279	371.206969473669
chr5	112206307	112206569	477.658568460395
chr5	112382345	112382685	548.895334103372
chr5	112580576	112580939	501.509363425014
chr5	113879392	113880044	479.811138237547
chr5	114563548	114563927	400.295571161844
chr5	114564948	114565338	518.16219799883
chr5	114722229	114722520	576.17270222747
chr5	114811729	114812643	281.404968412726
chr5	116805076	116805513	326.190206227626
chr5	117960885	117961217	353.429271373502
chr5	117964547	117964892	626.604650736897
chr5	117965096	117965567	398.58922683835
chr5	118006800	118007131	474.421890241135
chr5	118008911	118009159	671.439344287827
chr5	118057688	118057905	488.403272792481
chr5	119094171	119094479	429.556266718747
chr5	119101907	119102275	599.46863445044
chr5	119102327	119102581	462.806159424538
chr5	119173731	119173986	529.435711551863
chr5	119539763	119540018	436.603786365048
chr5	119805579	119805949	607.893152446941
chr5	120326746	120327201	581.390640927156
chr5	120328818	120329524	519.175532316613
chr5	120329791	120330250	659.412267477764
chr5	120330571	120331472	656.868010401414
chr5	120529972	120530304	383.769341341040
chr5	120564489	120564780	429.05028021067
chr5	120730821	120731182	534.790972953427
chr5	121222098	121222351	516.545542095326
chr5	121402118	121402445	765.848176306356
chr5	121410432	121410838	332.402202866254
chr5	121569020	121569233	409.60501241778
chr5	121573665	121574431	496.243811340282
chr5	121756134	121756460	657.726655720293
chr5	121781808	121782305	447.433546062523
chr5	122596331	122597034	418.1347901366
chr5	122597196	122597488	491.085771263144
chr5	122610085	122610434	394.523753522504
chr5	122708972	122709408	505.335839107813
chr5	122859595	122859886	549.610744648303
chr5	122860075	122860323	496.307587650647
chr5	122866291	122866859	308.136304951644
chr5	122934169	122934709	254.830002562653
chr5	123037540	123037827	628.663842527906
chr5	125161174	125161502	502.340479569039
chr5	125188123	125188480	413.361321752655
chr5	125191770	125191987	464.845301422974
chr5	127594174	127594571	653.045088934876
chr5	127594734	127594986	580.081928610173
chr5	127606861	127607613	516.501992822134
chr5	127768347	127768566	442.834326130547
chr5	131908066	131908394	446.951401916893
chr5	131935326	131935688	447.334195932248
chr5	132553060	132553565	516.081221064696
chr5	133119477	133119877	427.285745717935
chr5	133127745	133128559	565.220676621103
chr5	133140184	133140927	523.610297775148
chr5	133227924	133228313	508.711584679804
chr5	134002313	134002734	545.062936794086
chr5	135456931	135457188	378.409280645182
chr5	135475419	135475683	401.586365406005
chr5	136162981	136163244	426.354014997707
chr5	136197104	136197457	514.355078651112
chr5	137346157	137346516	547.519603908393
chr5	137538989	137539497	551.664442244848
chr5	137615424	137616312	530.350289013727
chr5	138798019	138798553	610.369344062393
chr5	140016609	140016896	313.805205168552
chr5	140028014	140028514	455.913829069761
chr5	141820385	141821143	560.581741045905
chr5	141831375	141831929	337.189183223773
chr5	141832617	141833200	421.891185592711
chr5	142815471	142816009	606.493848040481
chr5	142940175	142940974	534.424124842356
chr5	143055201	143055770	510.279613253254
chr5	143350460	143351307	240.963805044640
chr5	143405716	143406458	453.92717032537
chr5	143634335	143634689	510.985757417158
chr5	144002845	144003101	695.570548819756
chr5	144306097	144306307	494.856229543982
chr5	144382142	144382462	412.903370130543
chr5	144400353	144400716	321.611614690281
chr5	144400891	144401245	505.291995477461
chr5	144646140	144646460	572.997654893555
chr5	146309337	146309590	673.115358174756
chr5	146325589	146326009	451.019855513046
chr5	146338690	146339055	514.510591683786
chr5	146339194	146339472	382.369727361738
chr5	146339542	146339834	402.396134500979
chr5	146518859	146519075	547.513020147814
chr5	146696731	146697057	557.022895621001
chr5	147899278	147899648	559.885279161543
chr5	148043702	148044072	432.625367956089
chr5	148049167	148049530	570.046311482997
chr5	148065411	148065662	568.102234037165
chr5	148611377	148611805	449.639747547985
chr5	148611864	148612303	519.964317060042
chr5	148644809	148645282	553.209024208887
chr5	148645355	148645611	421.453914235512
chr5	148837028	148837317	448.637485476989
chr5	148887017	148887375	548.390108564695
chr16	3556082	3556434	587.48221299249
chr16	4053317	4053822	575.821845717628
chr16	4057591	4058661	560.308306257228
chr16	4088253	4088494	430.851683576689
chr16	4384623	4384947	365.652764293113
chr16	4385285	4385717	517.358007479656
chr16	4385796	4386011	616.884959991127
chr16	4386092	4386445	512.480645381236
chr16	4510900	4511258	608.473627589213
chr16	4567206	4567450	521.85797427498
chr16	4568216	4568502	431.464394651462
chr16	4578403	4578731	554.323300291977
chr16	4817147	4817437	371.619242735561
chr16	6049943	6050475	682.643780540261
chr16	6050580	6051275	537.85127266408
chr16	6784103	6784358	509.020504201809
chr16	8290535	8290792	656.725322440728
chr16	10037003	10037249	521.327765116183
chr16	10215706	10216170	514.390449587161
chr16	10367273	10367595	460.175632972582
chr16	10368226	10368519	432.06800433012
chr16	10665754	10666087	311.274633861893
chr16	10666454	10666707	501.659249237224
chr16	10684777	10685086	433.683395195651
chr16	10686462	10686888	432.214607226651
chr16	10696468	10696761	561.188684539649
chr16	10705714	10706395	606.941126354095
chr16	10827549	10827806	372.416205412888
chr16	11652750	11653446	270.688552966537
chr16	12931862	12932445	507.241173564634
chr16	12947438	12947950	417.289043089539
chr16	12980785	12981032	534.954184870905
chr16	12981914	12982170	671.512691301877
chr16	13056092	13056377	451.37762561154
chr16	13237552	13237944	455.773341002261
chr16	14423691	14424019	435.651513172037
chr16	14424067	14424509	407.565588235656
chr16	14665187	14665844	429.456194053928
chr16	14716945	14717602	467.103809192496
chr16	15325413	15325713	583.102075267784
chr16	16301652	16302375	508.186543357919
chr16	16821604	16822336	539.045526808111
chr16	17107866	17108119	556.386714568816
chr16	17860797	17861082	478.909553619152
chr16	17861259	17861614	420.71029324013
chr16	18118523	18119001	488.340267684034
chr16	18193389	18193753	283.358210721938
chr16	18201203	18201417	345.739645981792
chr16	18488968	18489224	423.231549213428
chr16	21657852	21658226	405.432416058655
chr16	21658664	21659021	551.87382812583
chr16	21659289	21659600	644.519007906946
chr16	21659646	21659903	473.440213122754
chr16	21660440	21660687	516.195798883546
chr16	21777847	21778173	440.81576376494
chr16	22725364	22726143	499.231652400407
chr16	22731101	22731324	560.102234188426
chr16	22732994	22733404	518.912457088265
chr16	22735341	22736000	595.326938883701
chr16	22744234	22744452	353.218986693034
chr16	22744749	22745245	335.374786479193
chr16	22745880	22746180	537.302466877979
chr16	22873451	22873777	424.262517810955
chr16	22874029	22874813	521.252751342474
chr16	22877944	22878272	576.685543445163
chr16	22901447	22901728	560.018834287903
chr16	22903458	22904213	594.249567741311
chr16	22904346	22904781	478.74779643279
chr16	23138393	23138927	637.880533508692
chr16	23308515	23308736	560.955983101686
chr16	23343072	23343290	557.687208288672
chr16	23825065	23825382	712.472821412308
chr16	23829787	23830010	589.580355872837
chr16	23836448	23837393	483.486527432609
chr16	23838516	23838903	346.561106191439
chr16	23902650	23902871	578.264375453589
chr16	23924770	23925096	514.785509368508
chr16	23936575	23936978	347.856489473491
chr16	24045932	24047173	389.134366220718
chr16	24068627	24069105	410.725991348051
chr16	24069367	24069591	480.119001836042
chr16	24069870	24070088	426.657723510552
chr16	24070150	24070441	494.795081810233
chr16	24075405	24075701	581.92069737217
chr16	24100851	24101595	573.607057647437
chr16	24238402	24238927	478.797360268437
chr16	24239052	24239337	513.315738821867
chr16	24266944	24267590	550.117992622662
chr16	24329417	24330571	487.855590153131
chr16	24363488	24364171	619.275507259997
chr16	24468359	24468755	436.373126391273
chr16	24781875	24782570	576.616016163749
chr16	24808854	24809466	432.601648751039
chr16	24809512	24810588	637.128687651339
chr16	25067113	25068244	468.669226013244
