id	chr	gene_length
NM_052843	chr1	153090
NM_145214	chr1	13141
NM_001024940	chr1	8714
NM_001024941	chr1	8714
NM_016102	chr1	8714
NM_003493	chr1	481
NM_033445	chr1	495
NM_175055	chr1	451
NM_021205	chr1	11541
NM_004578	chr1	33639
NM_006542	chr1	968
NM_145257	chr1	21975
NM_001100	chr1	2849
NM_018230	chr1	67044
NM_012089	chr1	42113
NM_014409	chr1	32931
NM_001025247	chr1	26853
NM_014777	chr1	33966
NM_004481	chr1	214919
NM_024554	chr1	55975
NM_007357	chr1	51470
NM_000029	chr1	11673
NM_006615	chr1	54388
NM_016452	chr1	54589
NM_032800	chr1	31412
NM_024525	chr1	72595
NM_022786	chr1	21649
NM_198552	chr1	21051
NM_001004342	chr1	58641
NM_152379	chr1	17415
NM_175876	chr1	5096
NM_001010984	chr1	16307
NM_032018	chr1	16307
NM_022051	chr1	59360
NM_005999	chr1	37869
NM_001012958	chr1	97260
NM_001012959	chr1	239876
NM_001012957	chr1	414456
NM_018662	chr1	414456
NM_032324	chr1	27850
NM_014801	chr1	275211
NM_024938	chr1	193884
NM_032435	chr1	56238
NM_002245	chr1	58235
NM_173508	chr1	419584
NM_001012985	chr1	10362
NM_005235	chr2	1162911
NM_014765	chr1	19472
NM_015014	chr1	29622
NM_001077702	chr1	61712
NM_001077703	chr1	61712
NM_001037277	chr1	16090
NM_001037278	chr1	15974
NM_004837	chr1	15974
NM_152490	chr1	54535
NM_004485	chr1	99922
NM_000081	chr1	205873
NM_001005736	chr1	124465
NM_015172	chr1	107983
NM_003272	chr1	66333
NM_019891	chr1	64825
NM_145861	chr1	90329
NM_080738	chr1	89293
NM_201545	chr1	31432
NM_006499	chr1	26258
NM_201543	chr1	26258
NM_201544	chr1	25920
NM_018072	chr1	53844
NM_001103	chr1	77433
NM_000254	chr1	105243
NM_021186	chr1	8225
NM_000740	chr1	280343
NM_020066	chr1	383503
NM_022469	chr1	122588
NM_002924	chr1	581608
NM_000143	chr1	22150
NM_003679	chr1	63237
NM_001030011	chr1	47249
NM_001030012	chr1	47249
NM_014322	chr1	47249
NM_003686	chr1	41513
NM_006027	chr1	41513
NM_130398	chr1	41513
NM_001004343	chr1	3584
NM_152666	chr1	435727
NM_014812	chr1	130978
NM_181690	chr1	355019
NM_005465	chr1	340070
NM_205768	chr1	6192
NM_006352	chr1	4195
NM_001013710	chr1	3580
NM_001012970	chr1	36455
NM_001126	chr1	43617
NM_173807	chr1	178968
NM_198076	chr1	9719
NM_004501	chr1	14226
NM_031844	chr1	14226
NM_032328	chr1	117447
NM_022743	chr1	668067
NM_022366	chr1	25696
NM_152609	chr1	100621
NM_016002	chr1	44060
NM_207326	chr1	3296
NM_015446	chr1	79276
NM_020394	chr1	62460
NM_033213	chr1	41983
NM_024804	chr1	4336
NM_207401	chr1	2258
NM_003431	chr1	16116
NM_173858	chr1	1073
NM_032752	chr1	31423
NM_004895	chr1	31054
NM_183395	chr1	31054
NM_001004492	chr1	953
NM_001004698	chr1	963
NM_198074	chr1	3707
NM_145278	chr1	27396
NM_001001915	chr1	953
NM_001001914	chr1	929
NM_001005487	chr1	924
NM_001005286	chr1	925
NM_001001966	chr1	928
NM_001001959	chr1	969
NM_001001957	chr1	943
NM_001005522	chr1	937
NM_175911	chr1	163731
NM_001001963	chr1	939
NM_001004491	chr1	1007
NM_001004686	chr1	1133
NM_001004687	chr1	939
NM_001004690	chr1	938
NM_001004688	chr1	1042
NM_001004689	chr1	938
NM_017504	chr1	935
NM_001004695	chr1	962
NM_001004692	chr1	962
NM_001004691	chr1	938
NM_001001918	chr1	937
NM_001004696	chr1	1047
NM_001005471	chr1	927
NM_030904	chr1	1109
NM_001004136	chr1	975
NM_001005495	chr1	957
NM_001004697	chr1	948
NM_001013355	chr1	951
NM_001004694	chr1	930
NM_001001821	chr1	957
NM_001004693	chr1	937
NM_001001964	chr1	951
NM_001001827	chr1	972
NM_001001824	chr1	952
NM_001004734	chr1	936
NM_030645	chr1	15504
NM_024836	chr1	11184
NM_017865	chr1	9067
NM_001017434	chr1	12903
NM_170725	chr1	12903
NM_003292	chr1	63670
NM_001042426	chr2	8571
NM_003896	chr2	49887
NM_001042437	chr2	28520
NM_182579	chr1	8814
NM_020631	chr1	25609
NM_001042369	chr1	31948
NM_003921	chr1	12122
NM_130440	chr1	92796
NM_080921	chr1	118409
NM_007033	chr1	13661
NM_000427	chr1	2420
NM_001042404	chr1	130978
NM_178438	chr1	1333
NM_001994	chr1	28077
NM_001045478	chr1	1976
NM_001045480	chr1	3004
NM_003960	chr2	1688
NM_138278	chr1	11039
NM_001077701	chr1	58377
NM_024772	chr1	36483
NM_001044256	chr3	1337
NM_006920	chr2	84479
NM_005759	chr2	103889
NM_001078170	chr2	36505
NM_207362	chr2	142376
NM_001042585	chr1	3802
NM_001042586	chr1	3802
NM_001042583	chr1	3802
NM_003387	chr2	75005
NM_001077269	chr2	123325
NM_001077191	chr2	2844
NM_001077194	chr2	2844
NM_170699	chr2	2844
NM_020654	chr3	188966
NM_001080125	chr2	29681
NM_001077482	chr1	8543
NM_001042679	chr1	5930
NM_001042678	chr1	6277
NM_175744	chr1	6277
NM_006912	chr1	13577
NM_001048194	chr1	20863
NM_001048198	chr1	33112
NM_182533	chr1	5227
NM_000187	chr3	54313
NM_138461	chr3	14840
NM_001040194	chr1	14686
NM_001040195	chr1	14686
NM_022353	chr2	16539
NM_198040	chr1	51971
NM_001080830	chr1	3065
NM_001080850	chr1	120313
NM_003760	chr1	370365
NM_032291	chr1	210943
NM_000541	chr2	39234
NM_053025	chr3	272005
NM_004301	chr3	25481
NM_005413	chr2	3354
NM_153712	chr2	50476
NM_022872	chr1	6153
NM_198256	chr2	21796
NM_012222	chr1	11229
NM_022831	chr1	44510
NM_005646	chr1	87789
NM_198551	chr1	49908
NM_001079515	chr1	81553
NM_003193	chr1	81553
NM_012096	chr3	45734
NM_001042706	chr3	194417
NM_001042705	chr3	196376
NM_001030287	chr1	55418
NM_016233	chr1	35135
NM_052905	chr2	314596
NM_033102	chr1	22650
NM_134263	chr3	9771
NM_001856	chr1	51921
NM_032673	chr2	2644
NM_002942	chr3	607368
NM_015431	chr1	22936
NM_001269	chr1	20863
NM_000532	chr3	79845
NM_016258	chr1	33151
NM_001077525	chr3	52933
NM_002500	chr2	4188
NM_002181	chr2	6043
NM_020925	chr1	222266
NM_002158	chr2	64641
NM_012186	chr1	1980
NM_001048174	chr1	10716
NM_153708	chr3	3978
NM_000862	chr1	7856
NM_020808	chr1	117530
NM_024296	chr1	4790
NM_007170	chr1	147286
NM_001042546	chr1	35687
NM_144579	chr2	129800
NM_152945	chr2	17199
NM_053002	chr3	347134
NM_052902	chr2	18577
NM_000092	chr2	161846
NM_000646	chr1	73049
NM_003128	chr2	215129
NM_152228	chr1	3118
NM_022049	chr1	3855
NM_024709	chr1	8872
NM_005955	chr1	50053
NM_020794	chr1	363312
NM_024746	chr1	25843
NM_001077478	chr1	8543
NM_001077400	chr2	9287
NM_001077399	chr2	2554
NM_153340	chr1	8794
NM_001228	chr2	54269
NM_198581	chr2	64463
NM_032316	chr3	6992
NM_022787	chr1	42070
NM_002468	chr3	4506
NM_016374	chr1	161322
NM_001040432	chr3	134644
NM_018075	chr3	255743
NM_024661	chr3	7948
NM_012430	chr3	70579
NM_001040710	chr2	16595
NM_022745	chr1	35687
NM_015513	chr3	11583
NM_001010922	chr1	10734
NM_031286	chr1	1800
NM_032648	chr1	1642
NM_021936	chr1	228035
NM_020318	chr1	379662
NM_031475	chr1	36156
NM_016126	chr1	24053
NM_152375	chr1	5055
NM_030634	chr1	8938
NM_001077195	chr1	10416
NM_024503	chr1	408511
NM_001457	chr3	163849
NM_014663	chr1	55392
NM_205848	chr1	64558
NM_007289	chr3	103440
NM_001042747	chr1	13950
NM_152526	chr2	1070022
NM_205863	chr2	1070022
NM_001044391	chr1	4399
NM_207315	chr2	17484
NM_001031680	chr1	65499
NM_005704	chr1	90269
NM_014240	chr3	86432
NM_024727	chr3	30630
NM_001044390	chr1	4399
NM_001409	chr1	123550
NM_004488	chr3	4446
NM_002699	chr1	2928
NM_172000	chr1	2498
NM_004070	chr1	12059
NM_181575	chr2	3199
NM_000478	chr1	69047
NM_153264	chr3	52933
NM_001040404	chr2	18759
NM_017739	chr1	9768
NM_139072	chr2	356941
NM_000902	chr3	104083
NM_007269	chr1	62855
NM_138468	chr2	98499
NM_016183	chr1	8547
NM_012316	chr1	68523
NM_138326	chr2	63415
NM_178231	chr2	46021
NM_000579	chr3	5270
NM_014168	chr2	13084
NM_002249	chr1	162842
NM_000384	chr2	42644
NM_020247	chr1	47309
NM_057177	chr2	1070022
NM_000674	chr1	39698
NM_198494	chr1	18713
NM_005795	chr2	103184
NM_013450	chr2	297568
NM_199078	chr2	19130
NM_020184	chr2	50988
NM_017623	chr2	19130
NM_012353	chr1	943
NM_173484	chr1	16286
NM_005540	chr1	86361
NM_018165	chr3	134347
NM_001809	chr2	8572
NM_144698	chr1	19318
NM_005839	chr1	30178
NM_006556	chr1	12276
NM_001077526	chr3	52933
NM_022485	chr3	52933
NM_144992	chr2	225814
NM_006889	chr3	43233
NM_207002	chr2	7933
NM_006538	chr2	47532
NM_152783	chr2	34202
NM_006684	chr1	30551
NM_032029	chr1	11985
NM_000158	chr3	272100
NM_001077358	chr2	293438
NM_001079874	chr1	117345
NM_019001	chr3	141403
NM_001042587	chr1	3802
NM_030893	chr1	3802
NM_001047841	chr2	23985
NM_020311	chr2	12613
NM_001047434	chr3	4522
NM_173074	chr2	35838
NM_004097	chr2	17417
NM_031288	chr2	2887
NM_001077637	chr2	3666
NM_001040181	chr3	7593
NM_025243	chr2	32819
NM_016260	chr2	150646
NM_002227	chr1	133281
NM_000233	chr2	68943
NM_000210	chr2	78868
NM_018471	chr2	23201
NM_014280	chr1	32751
NM_015112	chr1	232512
NM_176877	chr1	421441
NM_001918	chr1	62931
NM_183240	chr2	6649
NM_004522	chr2	242231
NM_001079530	chr2	6899
NM_001077469	chr1	8543
NM_133379	chr2	62104
NM_022492	chr2	11468
NM_001232	chr1	68781
NM_000130	chr1	74578
NM_144695	chr1	20201
NM_006085	chr1	32366
NM_001005221	chr1	939
NM_001005221	chr1	939
NM_000110	chr1	843316
NM_024080	chr2	102123
NM_001080418	chr1	39948
NM_198504	chr3	2103
NM_178313	chr2	103914
NM_004763	chr2	17821
NM_022334	chr2	17821
NM_004543	chr2	249135
NM_005482	chr1	130464
NM_145167	chr1	4322
NM_021023	chr1	18943
NM_022572	chr2	23598
NM_001040619	chr1	12121
NM_017846	chr1	25528
NM_198681	chr1	53918
NM_015425	chr2	79826
NM_031913	chr3	42291
NM_007337	chr3	83533
NM_001037866	chr2	40260
NM_003268	chr1	33041
NM_001079526	chr2	151921
NM_001080124	chr2	54269
NM_024869	chr1	3608
NM_006015	chr1	86080
NM_145345	chr1	35982
NM_182664	chr1	81737
NM_182665	chr1	32124
NM_207397	chr1	4209
NM_015873	chr3	13598
NM_005687	chr2	84666
NM_172099	chr2	20349
NM_001048195	chr1	20863
NM_031371	chr1	161322
NM_052966	chr1	183515
NM_014827	chr1	58505
NM_001004736	chr3	951
NM_015677	chr2	38187
NM_004300	chr2	13385
NM_007099	chr2	13385
NM_001002919	chr2	7909
NM_152834	chr2	9465
NM_018968	chr2	413835
NM_000547	chr2	129261
NM_175719	chr2	129261
NM_175720	chr2	129261
NM_175721	chr2	129261
NM_175722	chr2	129261
NM_015025	chr2	542161
NM_003310	chr2	188856
NM_016030	chr2	99897
NM_018269	chr2	21609
NM_002936	chr2	13248
NM_001011	chr2	5656
NM_024027	chr2	49409
NM_199235	chr2	49409
NM_018436	chr2	44449
NM_199232	chr2	8048
NM_003108	chr2	8718
NM_207479	chr2	2920
NM_001077628	chr1	3734
NM_014746	chr2	126785
NM_207358	chr2	121277
NM_002166	chr2	2469
NM_020738	chr2	108671
NM_138799	chr2	147176
NM_003887	chr2	198913
NM_016207	chr2	49360
NM_001039613	chr2	13921
NM_003183	chr2	66505
NM_006826	chr2	47000
NM_005680	chr2	90971
NM_014552	chr2	50582
NM_198182	chr2	41110
NM_207480	chr2	2873
NM_003597	chr2	11282
NM_001037160	chr2	21673
NM_001034	chr2	7888
NM_182626	chr2	70348
NM_002149	chr2	124703
NM_134421	chr2	123917
NM_002539	chr2	7946
NM_024894	chr2	119205
NM_001039362	chr2	63454
NM_144583	chr2	63454
NM_005742	chr2	29442
NM_002236	chr2	2288
NM_182500	chr2	12972
NM_152391	chr2	23457
NM_004850	chr2	162934
NM_001042575	chr3	41652
NM_001077397	chr1	5255
NM_182972	chr1	5255
NM_012344	chr2	12121
NM_145693	chr2	80792
NM_021643	chr2	25649
NM_145175	chr2	3592
NM_015909	chr2	394423
NM_004939	chr2	39455
NM_005378	chr2	6446
NM_030797	chr2	113196
NM_003385	chr2	115899
NM_024624	chr2	89980
NM_182625	chr2	28251
NM_002252	chr2	54280
NM_020905	chr2	5896
NM_001002006	chr2	26701
NM_033253	chr2	26701
NM_145260	chr2	7126
NM_001008237	chr2	5230
NM_001006657	chr2	79854
NM_020779	chr2	79854
NM_014713	chr2	19033
NM_002997	chr2	24368
NM_001006946	chr2	24635
NM_015317	chr2	78692
NM_004040	chr2	2366
NM_022460	chr2	33301
NM_182828	chr2	4827
NM_021925	chr2	138009
NM_181713	chr2	60316
NM_025203	chr2	17978
NM_004116	chr2	13921
NM_054033	chr2	13921
NM_016047	chr2	8860
NM_004881	chr2	7424
NM_147184	chr2	7350
NM_199346	chr2	7908
NM_006277	chr2	157643
NM_019595	chr2	157642
NM_147152	chr2	140185
NM_003743	chr2	186223
NM_147223	chr2	186223
NM_147233	chr2	186223
NM_001013663	chr2	3114
NM_024322	chr2	26452
NM_004036	chr2	99963
NM_016544	chr2	28320
NM_000939	chr2	7838
NM_001035256	chr2	7838
NM_153759	chr2	19335
NM_022552	chr2	108929
NM_175629	chr2	109614
NM_175630	chr2	61138
NM_021907	chr2	296392
NM_033147	chr2	296392
NM_033148	chr2	296392
NM_183360	chr2	296392
NM_183361	chr2	296392
NM_018263	chr2	139097
NM_002254	chr2	55936
NM_016131	chr2	103305
NM_153835	chr2	9104
NM_033505	chr2	49770
NM_145038	chr2	54795
NM_004802	chr2	20839
NM_194322	chr2	20839
NM_194323	chr2	20839
NM_194248	chr2	101495
NM_001029881	chr2	60139
NM_002246	chr2	37085
NM_020134	chr2	100106
NM_012326	chr2	56562
NM_017727	chr2	8740
NM_001035507	chr2	7911
NM_007046	chr2	7330
NM_000221	chr2	13482
NM_006488	chr2	13482
NM_006569	chr2	18503
NM_032604	chr2	7022
NM_013388	chr2	3916
NM_178553	chr2	2556
NM_175769	chr2	3732
NM_021095	chr2	12613
NM_016085	chr2	5146
NM_080592	chr2	5146
NM_004341	chr2	26396
NM_003459	chr2	8520
NM_173650	chr2	6008
NM_032546	chr2	24707
NM_187841	chr2	24707
NM_003353	chr2	866
NM_001035521	chr2	31146
NM_001521	chr2	31146
NM_172195	chr2	5699
NM_001034116	chr2	6104
NM_015636	chr2	6104
NM_014748	chr2	6606
NM_144631	chr2	3489
NM_002707	chr2	28388
NM_177983	chr2	28435
NM_013392	chr2	13650
NM_173853	chr2	1901
NM_015662	chr2	45331
NM_022823	chr2	3336
NM_001486	chr2	26843
NM_032266	chr2	6199
NM_032434	chr2	40066
NM_024584	chr2	3374
NM_007266	chr2	21809
NM_014860	chr2	12771
NM_018158	chr2	31494
NM_022128	chr2	108958
NM_199193	chr2	448284
NM_199194	chr2	448284
NM_004899	chr2	448209
NM_199191	chr2	448209
NM_199192	chr2	448209
NM_005253	chr2	21736
NM_153021	chr2	147632
NM_206876	chr2	51192
NM_002709	chr2	51180
NM_182756	chr2	39757
NM_001008779	chr2	24811
NM_017910	chr2	20476
NM_199280	chr2	14117
NM_001029883	chr2	12570
NM_024692	chr2	68355
NM_004304	chr2	728791
NM_016061	chr2	13571
NM_030915	chr2	28493
NM_182551	chr2	196968
NM_001002257	chr2	196954
NM_144575	chr2	84673
NM_024572	chr2	228238
NM_014600	chr2	34057
NM_015955	chr2	142804
NM_032574	chr2	15873
NM_014946	chr2	94026
NM_199436	chr2	94026
NM_017964	chr2	55877
NM_021209	chr2	41282
NM_032312	chr2	28611
NM_016252	chr2	262234
NM_017735	chr2	192988
NM_206943	chr2	452182
NM_000627	chr2	264897
NM_170672	chr2	128243
NM_015475	chr2	15634
NM_016441	chr2	194881
NM_133432	chr2	281430
NM_053276	chr2	118016
NM_003162	chr2	118143
NM_019024	chr2	103333
NM_174931	chr2	12042
NM_002759	chr2	42705
NM_001032377	chr2	20726
NM_005760	chr2	29960
NM_018607	chr2	17512
NM_144736	chr2	17512
NM_005813	chr2	66575
NM_012413	chr2	28712
NM_006449	chr2	28584
NM_144713	chr2	116675
NM_000104	chr2	8547
NM_173652	chr2	50745
NM_022374	chr2	81292
NM_138394	chr2	38848
NM_138801	chr2	68287
NM_001031684	chr2	7757
NM_024775	chr2	3778
NM_198963	chr2	78147
NM_194270	chr2	6687
NM_005633	chr2	134598
NM_001009565	chr2	50984
NM_003618	chr2	187797
NM_152390	chr2	52009
NM_025264	chr2	42933
NM_138370	chr2	9884
NM_019063	chr2	163171
NM_004718	chr2	10713
NM_133329	chr2	52079
NM_172344	chr2	52079
NM_020744	chr2	140682
NM_012205	chr2	25486
NM_006887	chr2	3039
NM_022065	chr2	365187
NM_198554	chr2	365187
NM_172069	chr2	130679
NM_015522	chr2	21131
NM_001012665	chr2	31512
NM_016008	chr2	35966
NM_022436	chr2	26347
NM_022437	chr2	39502
NM_133259	chr2	108257
NM_001033556	chr2	40571
NM_001033557	chr2	62611
NM_002706	chr2	62611
NM_177969	chr2	62611
NM_177968	chr2	65742
NM_000341	chr2	45339
NM_024766	chr2	410627
NM_016932	chr2	4175
NM_018079	chr2	222584
NM_005400	chr2	536086
NM_001430	chr2	89273
NM_080653	chr2	8109
NM_014171	chr2	7876
NM_014011	chr2	63828
NM_144949	chr2	63578
NM_139279	chr2	13935
NM_173649	chr2	26840
NM_001743	chr2	16346
NM_002354	chr2	17691
NM_000251	chr2	80098
NM_022055	chr2	49554
NM_000179	chr2	23806
NM_025133	chr2	98754
NM_018693	chr2	92825
NM_012167	chr2	87090
NM_152994	chr2	74615
NM_001007546	chr2	2535
NM_172311	chr2	110584
NM_006873	chr2	18263
NM_006872	chr2	61799
NM_172196	chr2	115337
NM_000145	chr2	191978
NM_181446	chr2	191978
NM_138735	chr2	427407
NM_004801	chr2	1108116
NM_016115	chr2	116962
NM_145863	chr2	116962
NM_001008708	chr2	7359
NM_015701	chr2	31716
NM_006794	chr2	7019
NM_014614	chr2	106280
NM_138448	chr2	189864
NM_001003937	chr2	3024
NM_173486	chr2	30644
NM_138297	chr3	64235
NM_001042682	chr1	71282
NM_001042681	chr1	465234
NM_007008	chr2	38142
NM_207521	chr2	76998
NM_020532	chr2	78406
NM_153828	chr2	78406
NM_207520	chr2	78406
NM_152385	chr2	56664
NM_002954	chr2	2921
NM_001005369	chr2	32558
NM_002453	chr2	32627
NM_018084	chr2	131984
NM_080667	chr2	25475
NM_020463	chr2	69235
NM_033109	chr2	58493
NM_004105	chr2	57255
NM_001039348	chr2	57831
NM_001039349	chr2	57831
NM_006296	chr2	113284
NM_018062	chr2	82135
NM_018014	chr2	102331
NM_138553	chr2	102331
NM_138559	chr2	102331
NM_022893	chr2	96304
NM_022894	chr2	42714
NM_002908	chr2	41427
NM_144709	chr2	76105
NM_002618	chr2	31522
NM_032506	chr2	71806
NM_152392	chr2	9238
NM_133378	chr2	281430
NM_003400	chr2	60349
NM_032180	chr2	27533
NM_006430	chr2	20529
NM_152516	chr2	230402
NM_198276	chr2	5707
NM_015252	chr2	340487
NM_014562	chr2	6339
NM_005917	chr2	18207
NM_001001521	chr2	50598
NM_006759	chr2	49682
NM_001005739	chr2	126547
NM_016516	chr2	126547
NM_020651	chr2	19488
NM_014181	chr2	4131
NM_001002243	chr2	68667
NM_017657	chr2	68667
NM_203437	chr2	68667
NM_014755	chr2	22291
NM_003038	chr2	34404
NM_015147	chr2	27373
NM_004161	chr2	43301
NM_001005386	chr2	43484
NM_005722	chr2	43484
NM_181784	chr2	121325
NM_001004345	chr2	647928
NM_002398	chr2	137359
NM_019002	chr2	13092
NM_006333	chr2	20793
NM_173177	chr2	20793
NM_138458	chr2	27376
NM_020143	chr2	18085
NM_000945	chr2	73663
NM_015463	chr2	26700
NM_002664	chr2	32159
NM_001024680	chr2	4884
NM_173545	chr2	112552
NM_138964	chr2	9753
NM_001007231	chr2	91981
NM_014882	chr2	52016
NM_014482	chr2	6037
NM_182536	chr2	7738
NM_018153	chr2	132999
NM_053034	chr2	159199
NM_032208	chr2	235812
NM_002056	chr2	61919
NM_001002755	chr2	41499
NM_001002756	chr2	41499
NM_001002757	chr2	41499
NM_015700	chr2	41499
NM_001012987	chr2	2288
NM_014911	chr2	161391
NM_001153	chr2	84311
NM_178439	chr2	49910
NM_006857	chr2	11259
NM_002357	chr2	27872
NM_152792	chr2	2172
NM_006196	chr2	1632
NM_017880	chr2	41133
NM_022037	chr2	36932
NM_022173	chr2	36932
NM_016297	chr2	21922
NM_003096	chr2	12360
NM_032822	chr2	6093
NM_003236	chr2	106512
NM_001617	chr2	106066
NM_017483	chr2	106066
NM_017488	chr2	106066
NM_017482	chr2	93107
NM_017484	chr2	93107
NM_173535	chr2	11954
NM_012476	chr2	32854
NM_001692	chr2	29563
NM_024933	chr2	6895
NM_144582	chr2	8932
NM_017567	chr2	10323
NM_032601	chr2	20541
NM_005791	chr2	19787
NM_001014972	chr2	103299
NM_014497	chr2	103299
NM_003494	chr2	233133
NM_019885	chr2	18597
NM_003124	chr2	4739
NM_144563	chr2	59276
NM_015470	chr2	39635
NM_006062	chr2	12966
NM_032319	chr2	5222
NM_001009570	chr2	18740
NM_006429	chr2	18740
NM_001965	chr2	2545
NM_145300	chr2	40647
NM_016058	chr2	7510
NM_003584	chr2	17892
NM_201647	chr2	33925
NM_006463	chr2	33884
NM_213622	chr2	33864
NM_001615	chr2	26687
NM_080916	chr2	32134
NM_080918	chr2	32134
NM_001035505	chr2	12512
NM_212552	chr2	12512
NM_018221	chr2	23997
NM_033323	chr2	121102
NM_133478	chr2	121102
NM_133479	chr2	121102
NM_021196	chr2	93556
NM_023019	chr2	13198
NM_004082	chr2	19683
NM_032118	chr2	3997
NM_001015056	chr2	14722
NM_033046	chr2	14722
NM_001015055	chr2	16072
NM_012477	chr2	2434
NM_006302	chr2	4305
NM_053050	chr2	817
NM_032779	chr2	8895
NM_001009812	chr2	5799
NM_016170	chr2	2280
NM_133637	chr2	8060
NM_001040409	chr2	16733
NM_006636	chr2	16733
NM_013247	chr2	4152
NM_145074	chr2	4152
NM_032603	chr2	21117
NM_001381	chr2	2803
NM_138804	chr2	90146
NM_004263	chr2	27793
NM_000189	chr2	60693
NM_019896	chr2	11084
NM_001058	chr2	150044
NM_015727	chr2	148020
NM_032181	chr2	77405
NM_003203	chr2	49029
NM_024993	chr2	5709
NM_198448	chr2	2803
NM_001008387	chr2	2805
NM_006507	chr2	2969
NM_002909	chr2	2962
NM_138938	chr2	2654
NM_002580	chr2	2747
NM_138937	chr2	2747
NM_004389	chr2	1135782
NM_178839	chr2	2485
NM_001013648	chr2	1519
NM_173645	chr2	68400
NM_021103	chr2	1037
NM_020122	chr2	83202
NM_031283	chr2	176771
NM_006464	chr2	10228
NM_017750	chr2	12434
NM_032213	chr2	36934
NM_001747	chr2	15806
NM_198482	chr2	2230
NM_005911	chr2	6114
NM_000821	chr2	12375
NM_003761	chr2	4437
NM_006634	chr2	8981
NM_016494	chr2	1995
NM_153342	chr2	4151
NM_001031738	chr2	4111
NM_001013649	chr2	5374
NM_006590	chr2	33123
NM_198843	chr2	10872
NM_000542	chr2	9325
NM_006433	chr2	4456
NM_012483	chr2	4332
NM_032827	chr2	34164
NM_017952	chr2	35943
NM_006839	chr2	51535
NM_016622	chr2	13390
NM_145644	chr2	13390
NM_022912	chr2	123656
NM_018433	chr2	51396
NM_001005753	chr2	60047
NM_016079	chr2	60047
NM_005667	chr2	20463
NM_022780	chr2	54740
NM_172213	chr2	46577
NM_172101	chr2	46577
NM_001106	chr3	38842
NM_172102	chr2	46577
NM_001024457	chr2	96362
NM_001032392	chr2	11385
NM_001012626	chr2	45493
NM_052871	chr2	66048
NM_002665	chr2	11389
NM_001024457	chr2	229831
NM_016618	chr2	28524
NM_198274	chr2	45519
NM_001443	chr2	5069
NM_018271	chr2	16227
NM_152670	chr2	4934
NM_004836	chr2	70699
NM_144705	chr2	5337
NM_002371	chr2	28257
NM_022438	chr2	28257
NM_022439	chr2	28257
NM_022440	chr2	28257
NM_031902	chr2	34802
NM_032788	chr2	11864
NM_001017396	chr2	18880
NM_021088	chr2	18880
NM_144707	chr2	16853
NM_013434	chr2	88753
NM_001034914	chr2	39057
NM_016044	chr2	10431
NM_138800	chr2	7702
NM_018841	chr1	131994
NM_020387	chr1	9328
NM_020407	chr1	16007
NM_001002036	chr2	14585
NM_004418	chr2	2263
NM_020151	chr2	23959
NM_139267	chr2	23959
NM_001037228	chr2	1725
NM_017849	chr2	15419
NM_004804	chr2	8009
NM_014014	chr2	31187
NM_001008949	chr2	2932
NM_178495	chr2	2117
NM_015341	chr2	39791
NM_006673	chr2	15902
NM_212481	chr2	15907
NM_017991	chr2	45173
NM_030805	chr2	34133
NM_144994	chr2	6107
NM_016466	chr2	9969
NM_017789	chr2	10229
NM_016490	chr2	22209
NM_199336	chr2	11259
NM_021831	chr2	18999
NM_003849	chr2	35933
NM_020970	chr2	28488
NM_001862	chr2	2136
NM_005735	chr2	7954
NM_001079	chr2	26293
NM_207519	chr2	5455
NM_016486	chr1	6262
NM_001566	chr2	136872
NM_004027	chr2	142754
NM_001008215	chr2	9090
NM_014044	chr2	9934
NM_012214	chr2	112019
NM_025244	chr2	120890
NM_182911	chr2	143679
NM_144706	chr2	9742
NM_015929	chr2	8194
NM_145196	chr2	8194
NM_145197	chr2	8194
NM_145198	chr2	8194
NM_145199	chr2	8194
NM_138798	chr2	11766
NM_145212	chr2	16511
NM_145213	chr2	16511
NM_175735	chr2	12859
NM_174898	chr2	16938
NM_005783	chr2	17372
NM_015904	chr2	62893
NM_001037872	chr2	89542
NM_016316	chr2	89542
NM_001025108	chr2	558328
NM_002285	chr2	595320
NM_015888	chr1	61517
NM_004854	chr2	25770
NM_001011717	chr2	12799
NM_024065	chr2	13775
NM_002518	chr2	176675
NM_000993	chr2	4130
NM_007063	chr2	52313
NM_017546	chr2	17399
NM_173647	chr2	32600
NM_153836	chr2	38833
NM_004834	chr2	196664
NM_145686	chr2	196664
NM_145687	chr2	196664
NM_004633	chr2	36575
NM_173343	chr2	29422
NM_000877	chr2	25932
NM_003854	chr2	52378
NM_016232	chr2	40536
NM_003856	chr2	7464
NM_003855	chr2	36119
NM_003853	chr2	33769
NM_001011552	chr2	60666
NM_003048	chr2	91642
NM_032718	chr2	19648
NM_144632	chr2	55336
NM_006236	chr2	1502
NM_182640	chr2	61912
NM_007227	chr2	1725
NM_004257	chr2	62588
NM_024093	chr2	7972
NM_001039492	chr2	38226
NM_001450	chr2	38397
NM_201555	chr2	38397
NM_201557	chr2	77676
NM_001004722	chr2	149373
NM_003581	chr2	149373
NM_001004720	chr2	42422
NM_032411	chr2	12493
NM_032528	chr2	80443
NM_021815	chr2	27445
NM_001008743	chr2	18156
NM_001056	chr2	21276
NM_176825	chr2	21276
NM_006588	chr2	9850
NM_014635	chr2	60218
NM_181453	chr2	60218
NM_004987	chr2	96121
NM_006267	chr2	65314
NM_144978	chr2	89629
NM_022336	chr2	94898
NM_144710	chr2	71408
NM_178584	chr2	71408
